image,left_x,left_y,mid_x,mid_y,right_x,right_y
f0437f516.jpg,39,214,481,294,1018,158
8d9c5b4eb.jpg,76,212,443,334,980,217
2b5c10c88.jpg,90,17,506,177,1034,7
b91903d38.jpg,6,123,356,196,682,151
a17122c64.jpg,113,358,553,360,1061,256
9db233c9c.jpg,0,19,174,60,331,19
c5d3a7dd5.jpg,181,131,505,391,888,131
60fad54fb.jpg,18,28,546,91,1031,23
888340a28.jpg,106,158,731,383,1311,206
7798cad6e.jpg,59,49,457,361,907,106
c7f8ca697.jpg,37,122,529,241,1019,134
220f12745.jpg,23,52,442,318,798,246
2e9df43b1.jpg,33,40,558,106,976,43
34d92341d.jpg,23,17,578,157,1039,5
cd3afe416.jpg,144,164,565,355,897,250
d32dfa13c.jpg,73,30,573,281,901,41
7e46e87b0.jpg,12,26,511,138,1023,30
7fba36f8c.jpg,44,163,321,229,548,166
e966bb40e.jpg,154,148,444,250,799,153
333e5a851.jpg,-11,22,525,172,984,22
6860d6627.jpg,67,170,515,354,955,184
7c9fdf056.jpg,19,21,506,144,1015,21
5e045ff26.jpg,20,119,459,256,842,111
0c115fd9c.jpg,76,158,535,305,965,120
3f612490b.jpg,33,168,330,261,668,177
1a8fc4109.jpg,31,88,523,209,1042,124
db4066c9a.jpg,37,135,455,226,848,150
02c8a71de.jpg,32,126,530,156,992,104
d8f2f9b06.jpg,86,82,510,302,1011,77
74c25e337.jpg,53,46,395,151,622,71
0ca060675.jpg,14,37,155,74,302,41
00961802f.jpg,58,108,328,240,626,111
6f5ee5c77.jpg,7,138,529,370,948,270
5eb452395.jpg,-294,110,2473,321,6007,71
b6f8c0e71.jpg,57,48,524,250,1025,23
1c5789294.jpg,50,61,414,190,787,56
12a2a838d.jpg,33,80,516,249,980,55
95a9f0678.jpg,-1,52,478,310,880,54
45470a1ba.jpg,15,13,502,146,915,4
1a6d5f5c5.jpg,38,89,423,222,734,89
b4d5a2d16.jpg,34,12,527,140,1005,28
34f724329.jpg,127,50,544,226,951,99
12037f781.jpg,-72,111,472,201,991,43
1140969b7.jpg,23,153,301,207,546,161
87270254d.jpg,23,13,537,154,996,27
f4f53c15b.jpg,101,123,513,168,925,95
586f69363.jpg,72,221,510,257,1024,204
fa844738c.jpg,39,151,521,333,991,164
e32e155f6.jpg,-1,3,482,236,968,67
f717c645d.jpg,233,148,528,287,1021,98
8642fa3a7.jpg,35,118,527,297,1006,120
2d3b18d76.jpg,59,54,574,286,844,92
a6b175132.jpg,129,261,522,347,957,278
32ab977ca.jpg,311,61,586,238,891,131
d26fd54b5.jpg,31,31,562,250,967,16
d6ba7f082.jpg,55,168,528,274,922,177
1e7d9a510.jpg,64,142,557,479,908,42
f483b0c75.jpg,77,113,479,230,996,157
a943d4c1f.jpg,27,46,318,121,600,73
d34a2140f.jpg,28,55,555,265,894,58
58f70734c.jpg,55,96,519,276,1011,44
a29886e65.jpg,31,162,578,243,989,195
19b75a357.jpg,48,101,493,200,988,25
75dc6c1a2.jpg,46,184,534,367,1021,190
803bf76d8.jpg,69,76,325,123,590,63
612f4bdc6.jpg,118,262,521,327,909,261
58c33f811.jpg,281,80,584,276,898,223
d87a2c6bc.jpg,22,22,528,142,996,20
558a7db39.jpg,31,117,366,228,757,97
c9005e6a5.jpg,290,88,464,389,870,101
0e9e97fab.jpg,27,45,515,205,1002,61
c63a2c91a.jpg,49,149,596,354,936,173
07fc7a25c.jpg,33,8,508,187,1029,10
3073d859e.jpg,87,144,531,267,973,187
6e1936f5e.jpg,25,164,537,244,1053,180
c55f6a251.jpg,187,107,411,297,757,106
eb7d1896a.jpg,41,169,530,259,929,165
6df79cf3f.jpg,2,111,347,191,600,110
12e8f6e83.jpg,95,34,459,328,1016,15
0ddc00629.jpg,26,182,341,245,669,159
a73b97b45.jpg,92,329,501,405,961,345
4624dc3d9.jpg,32,10,558,144,1000,11
e479d2e5f.jpg,221,221,535,262,1111,144
5738e8102.jpg,67,332,479,509,993,322
61d4a9cfa.jpg,102,24,483,179,903,34
8eff959f0.jpg,52,145,542,233,875,167
43db1c7c3.jpg,2,57,561,225,891,64
700260a63.jpg,34,123,360,203,676,120
11b619eca.jpg,56,34,508,227,1000,32
7cc6c9198.jpg,12,29,321,93,646,20
dc3a7edf4.jpg,30,194,523,322,1030,134
6239397c3.jpg,114,97,512,241,973,83
c877537e3.jpg,47,61,296,184,552,68
da020723a.jpg,61,55,288,194,475,53
2669fa8f7.jpg,166,154,419,222,972,109
8dcfcfb51.jpg,56,131,421,221,852,133
b16f63bc7.jpg,16,32,503,137,994,39
600c5b230.jpg,198,323,537,380,930,228
7995fb391.jpg,39,26,514,160,1022,26
1660b5d26.jpg,26,55,337,149,646,58
22f071d9c.jpg,60,227,545,328,970,234
7d4f3c254.jpg,218,356,451,397,668,362
e7f38546d.jpg,147,95,533,273,1040,29
3817548ee.jpg,69,277,537,395,992,277
330401e53.jpg,63,81,492,250,942,73
43add7caf.jpg,16,245,517,311,1009,226
40e284727.jpg,22,100,562,304,971,40
84b3e2027.jpg,23,22,535,148,992,36
028c4bfde.jpg,13,6,153,75,243,22
0fe1a6100.jpg,93,81,600,233,970,67
d833c83d0.jpg,329,252,540,322,643,240
283d74a8b.jpg,16,22,531,193,995,39
a5fe093a8.jpg,4,31,571,188,970,24
3f975aec4.jpg,21,17,534,185,974,36
ed3da4a7f.jpg,40,45,516,152,1009,55
41c73cd2e.jpg,-5,114,498,201,999,72
dc187cae3.jpg,30,9,367,111,425,22
b9f56e340.jpg,22,146,509,305,848,176
028e0f415.jpg,22,256,517,452,999,254
3d5afbff7.jpg,19,12,539,115,1022,17
c84056f7e.jpg,19,35,329,138,578,103
bf7bbb30f.jpg,37,185,506,249,999,183
de5b0effa.jpg,65,87,515,216,972,70
c82345f8e.jpg,42,84,517,183,1007,77
6b711b679.jpg,58,14,531,250,948,29
1ce70682e.jpg,62,34,299,208,593,69
051fd9a67.jpg,22,59,552,201,988,53
b22373eea.jpg,144,240,495,317,902,210
90c0a8133.jpg,66,88,400,206,714,34
972c128dc.jpg,47,140,573,234,950,174
3a049f7ea.jpg,5,60,490,152,1045,177
5b22e19c7.jpg,8,184,546,332,1012,162
539272960.jpg,121,83,489,358,981,79
d240ce928.jpg,40,11,534,194,992,16
21880d736.jpg,60,222,587,250,1002,206
ebaba3092.jpg,23,164,536,231,990,120
1c4322632.jpg,10,204,583,281,1013,202
18b2cfff5.jpg,50,169,530,309,974,175
386ed51c8.jpg,56,94,304,148,607,89
edae2df18.jpg,33,165,598,379,909,157
93ab56312.jpg,63,50,538,207,1005,59
acfa5946e.jpg,84,56,243,110,490,47
c837f4387.jpg,47,167,557,322,966,147
4d1f5dd87.jpg,35,269,521,409,991,281
6232bc7f0.jpg,42,88,516,206,1021,112
781c5b898.jpg,58,187,521,251,1006,198
877e3feda.jpg,67,201,529,295,963,201
689f67e15.jpg,27,188,527,293,1012,204
05f2f037c.jpg,32,131,516,303,1000,119
2a653051a.jpg,40,26,522,156,1028,15
8b12b2d79.jpg,188,152,549,213,905,154
07dcacfe6.jpg,200,110,546,266,966,127
a1caf0624.jpg,114,137,559,321,978,95
651bef009.jpg,34,93,527,253,962,15
ad7a1b1ed.jpg,-14,105,545,222,997,22
85893fe0a.jpg,45,17,554,239,954,18
e12856a41.jpg,99,189,907,325,1629,155
2645b6cc2.jpg,13,262,525,301,991,268
c249c44d5.jpg,-24,109,304,195,598,113
e641037f7.jpg,27,136,529,311,999,141
65812d529.jpg,51,141,335,226,629,181
3a2941c70.jpg,28,263,526,338,1007,194
02773908c.jpg,15,121,366,230,666,126
90271186e.jpg,56,37,478,171,1006,28
1008bd463.jpg,45,43,532,323,996,53
ef451c0a3.jpg,45,84,514,249,974,136
b97a5a5a5.jpg,35,107,500,291,1018,129
997614833.jpg,51,31,475,211,1010,59
2f90ad3e6.jpg,42,42,493,281,966,258
cda559aa7.jpg,84,133,543,246,947,169
b94450f8e.jpg,54,13,488,178,1004,37
675698505.jpg,-8,168,496,215,1049,170
ba3beb76f.jpg,52,100,396,210,794,144
db1250fd7.jpg,20,32,538,234,1015,2
3f164efce.jpg,59,71,500,267,1005,48
b269c826c.jpg,0,248,516,333,1060,266
7d1152b0d.jpg,94,134,540,184,938,191
af452a0c7.jpg,122,181,511,291,956,113
25676ff27.jpg,35,164,518,290,997,154
174936982.jpg,77,71,526,308,999,41
966b0f7c3.jpg,21,13,409,223,725,72
6ec55dc57.jpg,37,83,312,202,613,98
11e907470.jpg,8,8,571,180,956,-9
558329821.jpg,28,121,531,217,1014,37
a7a699c95.jpg,72,78,1139,173,1939,121
53f5fe7bd.jpg,97,171,513,244,796,46
f788c17b8.jpg,73,173,534,275,1026,152
d456ac18d.jpg,0,5,534,137,991,22
e082dbbc9.jpg,12,118,539,241,1008,109
9d9945607.jpg,55,109,503,295,995,147
8a29a5505.jpg,-44,29,433,123,877,44
34cf38a31.jpg,12,115,599,176,977,108
cbfefdffe.jpg,12,12,531,133,1004,18
d968e0ea8.jpg,19,36,198,77,386,31
af7382e9f.jpg,140,200,958,295,1701,162
3641717ad.jpg,34,18,289,147,433,25
551bdcd50.jpg,88,145,526,302,975,94
06a8436bc.jpg,20,156,498,255,937,155
60d0e106c.jpg,29,137,502,210,1013,137
442c8939b.jpg,53,27,303,162,632,35
6c8a7c14f.jpg,42,92,444,178,802,84
dc7cdea31.jpg,63,71,515,317,891,34
f2be2c9a0.jpg,17,197,558,385,1016,200
c1e1e5a5b.jpg,36,215,442,315,844,208
fb17fed50.jpg,24,155,380,239,650,193
44dd1e62d.jpg,80,78,340,169,714,94
dddc7467f.jpg,17,96,349,177,663,134
d92268397.jpg,178,65,551,358,724,148
05bb51f99.jpg,73,217,429,289,857,202
4b42c3a1f.jpg,40,28,499,198,996,20
5faa8ae71.jpg,139,205,546,341,854,148
501d4b884.jpg,80,125,512,352,956,248
8abffa6d3.jpg,25,182,453,205,857,33
35f749fbe.jpg,14,100,505,221,1048,156
ce10a28f3.jpg,42,59,513,115,964,54
e5821122d.jpg,65,290,524,319,974,210
038e52f8d.jpg,80,165,501,295,830,208
6d5511c9b.jpg,25,14,514,187,1009,29
0d4117995.jpg,25,52,290,129,579,44
984c59b4d.jpg,11,176,549,289,1009,184
a6d724425.jpg,114,199,446,283,848,194
c5315750d.jpg,85,32,171,92,293,45
71b9dfe83.jpg,18,32,182,92,383,27
29631a8e1.jpg,38,183,543,277,993,212
d562f0bd4.jpg,42,77,525,265,999,78
77dd4eaa6.jpg,37,130,362,224,757,132
d5821a9c8.jpg,32,81,346,181,732,99
794e5798b.jpg,103,56,198,82,344,50
d42aa6128.jpg,59,109,490,183,849,143
ad06eb958.jpg,88,39,504,166,1023,74
e018013dd.jpg,66,119,286,181,474,133
e084ecf9f.jpg,40,16,514,139,1022,32
35f67c482.jpg,44,143,396,213,749,158
c6edb09c4.jpg,156,278,499,368,810,298
aebdbd2f4.jpg,-12,147,556,217,1009,196
664bbd43e.jpg,25,166,434,276,827,153
2a340adf9.jpg,39,10,513,164,1031,13
afae88df2.jpg,26,156,363,246,624,96
7678a0178.jpg,39,-2,690,168,1366,5
93b1a2979.jpg,72,178,507,304,975,176
5cbfcd30a.jpg,36,289,514,400,1014,280
e45c9abc3.jpg,56,254,508,382,974,262
f40e84778.jpg,62,88,515,272,972,166
a1214e4b8.jpg,42,187,525,294,989,187
a57521367.jpg,117,17,461,218,1003,16
9780da790.jpg,151,175,520,279,833,176
bc248d83e.jpg,51,252,411,327,787,228
546155f06.jpg,53,367,505,496,999,348
2dba369c1.jpg,11,17,286,128,535,9
51a88d988.jpg,16,108,251,151,510,106
0c8fc7db6.jpg,131,183,542,388,974,146
773c603c1.jpg,49,163,532,358,998,161
4540cb738.jpg,24,21,538,165,1019,20
6cb4f9479.jpg,24,124,382,175,662,105
379d995e3.jpg,106,148,381,263,788,105
7cc2ce528.jpg,36,159,501,282,910,169
b69238dcd.jpg,268,250,495,386,880,337
97850be4d.jpg,87,131,494,212,977,157
47d503102.jpg,33,127,534,318,944,137
5e8bd31a3.jpg,51,198,524,315,921,214
519d17b05.jpg,114,183,547,319,928,215
e4b78b549.jpg,53,177,476,286,854,93
25b8765ec.jpg,6,279,437,334,857,270
2a076a1a4.jpg,19,30,569,121,1006,25
24687d4e7.jpg,52,29,507,166,1027,43
c44d28a66.jpg,8,111,479,158,1029,94
4ae47dea6.jpg,37,218,547,332,991,220
f9529f4a8.jpg,46,135,529,353,983,135
f540bc1c8.jpg,30,263,583,357,923,220
6b0ceced3.jpg,22,24,515,74,1040,15
019e9a958.jpg,38,61,547,198,998,79
c777689d2.jpg,78,117,569,277,951,117
11cd20bbc.jpg,11,52,501,257,829,128
f3442ed47.jpg,112,193,561,329,892,205
e06235a0d.jpg,87,162,517,287,939,155
5b963d4a4.jpg,64,90,547,221,966,129
5030602f2.jpg,102,118,553,180,978,151
d1fb89bd8.jpg,46,22,488,229,933,42
e447fde02.jpg,30,215,554,308,990,174
7b72cf27e.jpg,57,56,453,192,866,44
930cdbb31.jpg,27,14,521,183,1015,8
bf9136619.jpg,59,15,512,102,993,20
2644d7cee.jpg,12,9,501,103,1047,25
fd4df87d4.jpg,59,40,490,172,990,35
3e14e8af7.jpg,39,158,518,279,980,151
11edd672b.jpg,21,283,551,358,1003,296
58dd4026f.jpg,77,208,510,370,980,186
567aadb33.jpg,42,238,502,313,1019,255
c9aeae4e4.jpg,14,152,449,194,830,145
99b8ff066.jpg,71,228,493,341,1006,190
15685f504.jpg,57,63,252,129,407,66
f2edcebce.jpg,71,216,523,372,999,198
629e1bb60.jpg,26,249,365,215,671,125
6de9ee41b.jpg,48,151,585,209,979,183
4176c9f84.jpg,-12,11,484,274,830,19
8e85cc2f5.jpg,55,54,533,247,999,48
eb1fc99f2.jpg,46,128,533,264,924,125
8a053b277.jpg,29,21,529,181,1001,21
eba455d3a.jpg,17,59,500,191,1013,79
9f85d6a1a.jpg,35,9,585,172,971,33
66e73ca26.jpg,52,178,496,339,951,229
4d8113e69.jpg,54,133,479,327,939,116
bca33d9d7.jpg,35,28,553,205,940,30
d2734ae97.jpg,20,178,480,286,924,184
e1d879d69.jpg,61,47,482,195,1014,47
5a10260eb.jpg,72,34,555,313,827,53
93853c907.jpg,121,231,519,348,968,273
e2477d680.jpg,56,132,525,345,978,117
874020d90.jpg,19,127,513,223,1015,124
3f53b90b0.jpg,32,38,461,191,898,21
cfbf406dd.jpg,-26,272,466,330,913,174
a41c455c9.jpg,50,75,480,153,792,79
3618fc309.jpg,91,206,469,307,897,270
8252401a2.jpg,26,111,331,194,638,88
ca89eb680.jpg,26,137,543,229,980,132
920dd4e12.jpg,82,70,492,126,974,62
25402e29a.jpg,25,204,512,369,1083,194
07bb489fc.jpg,26,29,560,231,972,71
463b2a2f5.jpg,70,27,298,104,584,20
ab3ba04cd.jpg,56,120,426,244,850,137
34bb35bd6.jpg,15,97,524,251,1009,166
17d2b9620.jpg,53,135,506,297,981,133
75cb3441b.jpg,103,93,536,219,903,40
5c5faeb7e.jpg,66,245,486,348,1010,253
0988577d9.jpg,26,8,573,185,1014,25
6db0341e6.jpg,44,145,406,226,803,149
54fbd9134.jpg,58,28,501,177,1011,16
35049efc1.jpg,73,144,552,330,970,129
4e41b9683.jpg,43,182,366,213,677,177
7df91b0d5.jpg,35,223,536,325,1004,220
55afb483a.jpg,25,57,342,115,660,52
81eabdc49.jpg,141,201,477,327,857,215
564949b0f.jpg,29,225,535,311,977,222
b07967059.jpg,25,21,184,66,398,20
6fff7a7d0.jpg,39,7,585,188,986,23
87e9ca0a3.jpg,125,121,460,238,1002,116
364b4d9d5.jpg,180,119,537,248,913,139
b3de2cbdc.jpg,24,202,610,269,1015,279
82fa0f1b9.jpg,132,61,503,273,968,48
b546e31fc.jpg,92,75,465,278,1040,212
1a613e06f.jpg,62,59,501,281,966,81
186dc4deb.jpg,201,176,512,312,899,198
2aecf15e2.jpg,9,43,201,80,369,48
4b93d466a.jpg,75,188,524,318,1011,180
6e2633c52.jpg,75,186,494,286,1009,189
cbaab239b.jpg,31,121,509,258,961,103
138cef628.jpg,51,224,555,304,996,221
664a31746.jpg,13,144,471,286,838,148
037efd0e5.jpg,36,107,539,276,991,131
ea85c9304.jpg,29,15,547,122,998,22
1ca3aec88.jpg,58,128,1413,175,2642,142
e92d449c5.jpg,27,175,443,288,844,186
8254b9829.jpg,31,269,528,341,998,232
44a8db31a.jpg,41,53,540,214,990,36
d6025ca8e.jpg,36,207,550,336,988,204
7871e6c21.jpg,39,126,515,191,981,129
3673a0bc5.jpg,32,155,530,227,981,177
1b476a18e.jpg,40,43,535,191,966,51
f6ce5d106.jpg,15,31,482,210,996,67
3bbb95b5e.jpg,64,59,541,266,948,62
2764d5bce.jpg,39,26,373,161,777,56
734929f0d.jpg,38,61,558,187,981,63
9c0d36950.jpg,110,75,200,93,301,70
a5e801bb2.jpg,-15,65,528,230,829,62
2bd596853.jpg,73,224,514,257,966,138
c40505269.jpg,19,299,536,398,1001,303
16a041e2a.jpg,24,115,533,236,1041,132
f94bc6e92.jpg,125,36,550,221,913,60
7532e2ef1.jpg,82,233,555,369,871,249
4364c3258.jpg,127,41,494,156,934,35
7ac98e39e.jpg,33,93,365,146,711,85
0e8b29965.jpg,57,104,500,203,981,94
a81764481.jpg,132,265,563,338,916,337
7f17bac3a.jpg,20,50,545,235,987,43
a45cb4016.jpg,54,14,507,236,971,11
f6bcf51e5.jpg,54,36,546,172,1024,37
967019e4b.jpg,22,325,532,438,993,347
6b5f01cde.jpg,56,178,534,367,979,183
444496291.jpg,1,26,539,173,995,43
2a3df73dc.jpg,65,195,385,287,713,201
9e8f48fda.jpg,11,104,199,173,350,99
28cf70103.jpg,57,158,317,217,663,69
788a2531c.jpg,30,34,519,237,976,37
f38e55393.jpg,28,22,549,128,985,29
f46117c0d.jpg,181,83,325,158,454,87
4161c300d.jpg,26,170,534,271,998,139
0f05226ea.jpg,25,77,221,153,502,62
9de1a4064.jpg,14,33,522,141,1009,18
a9a331a7d.jpg,63,133,447,264,963,134
771215fdd.jpg,46,3,504,132,1029,5
a80048f38.jpg,177,77,511,382,910,184
64d0fb6c9.jpg,9,132,388,157,642,55
10ca54f40.jpg,54,137,542,390,1002,103
ff31cf802.jpg,79,17,498,181,1031,-1
3a61214c7.jpg,104,180,458,304,738,174
28c130efe.jpg,35,42,476,155,1005,52
82cbca6e6.jpg,59,126,487,133,982,116
5f3d8e945.jpg,217,144,503,350,915,84
66ba5b205.jpg,42,48,525,146,1040,45
f02fb50df.jpg,44,13,548,117,995,21
61128e025.jpg,14,19,551,150,967,16
d94423ec0.jpg,197,412,394,495,635,408
d4501f09d.jpg,42,116,383,222,818,81
21ad51219.jpg,146,258,500,304,948,245
099e81760.jpg,28,32,542,129,1016,19
040ce705a.jpg,28,142,534,292,972,187
8019c56b3.jpg,51,23,487,159,1040,15
120bbc906.jpg,41,170,532,359,977,162
a89b7798c.jpg,28,174,550,291,1000,148
7f5cb7222.jpg,54,122,519,234,993,100
eebd9d2f6.jpg,69,67,255,124,433,52
d5fe96098.jpg,16,281,532,318,1024,252
734125e59.jpg,5,88,353,219,628,80
ca38267c0.jpg,71,240,527,330,1003,230
f3cdc39a4.jpg,88,200,442,300,957,198
fe9158bb2.jpg,85,222,549,346,973,210
1e8c1aa9f.jpg,-6,180,351,250,670,198
b12d85b70.jpg,39,255,499,389,1029,273
67df3fc70.jpg,75,162,535,328,896,188
2364ba245.jpg,88,74,570,211,844,86
e44b6a0fd.jpg,116,242,544,352,976,263
926908c4d.jpg,30,39,272,106,469,47
